ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id
53388789,0,2025-10-06 21:42:33+05:30,,2,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,,register default deposit,
53394294,285688854,2025-10-06 22:04:26+05:30,,0,0,0,285688854,0,0.01,3930.55,0.0,0.0,0.0,0.0,XAUUSD.s,,
53415145,285712968,2025-10-06 22:53:19+05:30,,1,1,0,285688854,0,0.01,3946.34,0.0,0.0,15.79,0.0,XAUUSD.s,,
53481837,285797533,2025-10-07 04:42:56+05:30,,0,0,0,285797533,0,0.01,3959.84,0.0,0.0,0.0,0.0,XAUUSD.s,,
53483531,285799634,2025-10-07 05:12:15+05:30,,0,0,234000,285799634,3,0.01,3959.57,0.0,0.0,0.0,0.0,XAUUSD.s,Test Buy Order,
53483929,285800096,2025-10-07 05:19:22+05:30,,1,1,0,285799634,0,0.01,3960.39,0.0,0.0,0.82,0.0,XAUUSD.s,,
53483940,285800107,2025-10-07 05:19:24+05:30,,1,1,0,285797533,0,0.01,3960.5,0.0,0.0,0.66,0.0,XAUUSD.s,,
53485265,285803043,2025-10-07 06:32:23+05:30,,1,0,234000,285803043,3,0.01,3959.01,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53485420,285803261,2025-10-07 06:35:24+05:30,,0,0,234000,285803261,3,0.01,3961.35,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53485545,285803409,2025-10-07 06:36:26+05:30,,0,0,234000,285803409,3,0.01,3961.71,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53485617,285803505,2025-10-07 06:37:28+05:30,,0,0,234000,285803505,3,0.01,3961.93,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53485765,285803673,2025-10-07 06:38:29+05:30,,0,0,234000,285803673,3,0.01,3963.01,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53486104,285804025,2025-10-07 06:39:31+05:30,,0,0,234000,285804025,3,0.01,3966.2,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53486281,285804212,2025-10-07 06:40:33+05:30,,0,0,234000,285804212,3,0.01,3965.31,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53486954,285804894,2025-10-07 06:41:34+05:30,,0,0,234000,285804894,3,0.01,3969.02,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53487556,285805645,2025-10-07 06:42:36+05:30,,0,0,234000,285805645,3,0.01,3969.35,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53487743,285805856,2025-10-07 06:43:37+05:30,,0,0,234000,285805856,3,0.01,3968.11,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53488159,285806282,2025-10-07 06:44:39+05:30,,0,0,234000,285806282,3,0.01,3971.45,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53488434,285806572,2025-10-07 06:45:41+05:30,,0,0,234000,285806572,3,0.01,3971.57,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53488591,285806739,2025-10-07 06:46:42+05:30,,0,0,234000,285806739,3,0.01,3970.36,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53488720,285806880,2025-10-07 06:47:44+05:30,,0,0,234000,285806880,3,0.01,3972.73,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53488914,285807083,2025-10-07 06:48:46+05:30,,0,0,234000,285807083,3,0.01,3971.61,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53489074,285807245,2025-10-07 06:49:47+05:30,,0,0,234000,285807245,3,0.01,3971.0,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53489193,285807382,2025-10-07 06:50:49+05:30,,0,0,234000,285807382,3,0.01,3971.71,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53489266,285807473,2025-10-07 06:51:50+05:30,,0,0,234000,285807473,3,0.01,3971.92,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53489304,285807532,2025-10-07 06:52:52+05:30,,0,0,234000,285807532,3,0.01,3971.58,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53489364,285807601,2025-10-07 06:53:54+05:30,,0,0,234000,285807601,3,0.01,3972.9,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53489720,285807972,2025-10-07 06:54:55+05:30,,0,0,234000,285807972,3,0.01,3973.23,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53490091,285808353,2025-10-07 06:55:57+05:30,,0,0,234000,285808353,3,0.01,3974.79,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53490369,285808643,2025-10-07 06:56:59+05:30,,0,0,234000,285808643,3,0.01,3975.54,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53490423,285808712,2025-10-07 06:58:00+05:30,,0,0,234000,285808712,3,0.01,3975.49,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53490755,285809052,2025-10-07 06:59:02+05:30,,0,0,234000,285809052,3,0.01,3974.77,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53492346,285810840,2025-10-07 07:10:13+05:30,,0,1,234000,285803043,6,0.01,3967.8,0.0,0.0,-8.79,0.0,XAUUSD.s,[so 29.97%/54.72/182.61],
53492347,285810841,2025-10-07 07:10:13+05:30,,1,1,234000,285808643,6,0.01,3967.43,0.0,0.0,-8.11,0.0,XAUUSD.s,[so 28.72%/54.72/190.55],
53492351,285810846,2025-10-07 07:10:14+05:30,,1,1,234000,285808712,6,0.01,3967.49,0.0,0.0,-8.0,0.0,XAUUSD.s,[so 27.47%/50.16/182.60],
53492353,285810848,2025-10-07 07:10:14+05:30,,1,1,234000,285808353,6,0.01,3967.49,0.0,0.0,-7.3,0.0,XAUUSD.s,[so 29.51%/51.54/174.65],
53492368,285810862,2025-10-07 07:10:15+05:30,,1,1,234000,285809052,6,0.01,3966.95,0.0,0.0,-7.82,0.0,XAUUSD.s,[so 24.12%/40.20/166.70],
53492376,285810874,2025-10-07 07:10:15+05:30,,1,1,234000,285807972,6,0.01,3967.07,0.0,0.0,-6.16,0.0,XAUUSD.s,[so 25.32%/40.20/158.75],
53492386,285810884,2025-10-07 07:10:15+05:30,,1,1,234000,285807601,6,0.01,3967.11,0.0,0.0,-5.79,0.0,XAUUSD.s,[so 28.25%/42.60/150.81],
53492404,285810902,2025-10-07 07:10:18+05:30,,1,1,234000,285806880,6,0.01,3967.08,0.0,0.0,-5.65,0.0,XAUUSD.s,[so 29.97%/42.82/142.86],
53492416,285810926,2025-10-07 07:10:25+05:30,,1,1,234000,285807473,6,0.01,3966.52,0.0,0.0,-5.4,0.0,XAUUSD.s,[so 24.68%/33.30/134.91],
53492431,285810928,2025-10-07 07:10:25+05:30,,1,1,234000,285807382,6,0.01,3966.14,0.0,0.0,-5.57,0.0,XAUUSD.s,[so 26.23%/33.30/126.97],
53492447,285810945,2025-10-07 07:10:25+05:30,,1,1,234000,285807083,6,0.01,3966.26,0.0,0.0,-5.35,0.0,XAUUSD.s,[so 22.87%/27.22/119.03],
53492463,285810961,2025-10-07 07:10:25+05:30,,1,1,234000,285807532,6,0.01,3966.26,0.0,0.0,-5.32,0.0,XAUUSD.s,[so 26.13%/29.02/111.08],
53492465,285810964,2025-10-07 07:10:26+05:30,,1,1,234000,285806572,6,0.01,3966.29,0.0,0.0,-5.28,0.0,XAUUSD.s,[so 28.14%/29.02/103.14],
53492474,285810974,2025-10-07 07:10:26+05:30,,1,1,234000,285806282,6,0.01,3966.19,0.0,0.0,-5.26,0.0,XAUUSD.s,[so 29.63%/28.21/95.20],
53492499,285810998,2025-10-07 07:10:28+05:30,,1,1,234000,285807245,6,0.01,3965.46,0.0,0.0,-5.54,0.0,XAUUSD.s,[so 23.13%/20.18/87.25],
53492510,285811012,2025-10-07 07:10:28+05:30,,1,1,234000,285806739,6,0.01,3966.03,0.0,0.0,-4.33,0.0,XAUUSD.s,[so 25.44%/20.18/79.31],
53492548,285811057,2025-10-07 07:10:30+05:30,,1,1,234000,285805645,6,0.01,3965.0,0.0,0.0,-4.35,0.0,XAUUSD.s,[so 23.27%/16.61/71.37],
53492559,285811061,2025-10-07 07:10:31+05:30,,1,1,234000,285804894,6,0.01,3965.17,0.0,0.0,-3.85,0.0,XAUUSD.s,[so 26.19%/16.61/63.43],
53492588,285811094,2025-10-07 07:10:32+05:30,,1,1,234000,285805856,6,0.01,3964.73,0.0,0.0,-3.38,0.0,XAUUSD.s,[so 26.83%/14.89/55.50],
53492603,285811111,2025-10-07 07:10:33+05:30,,1,1,234000,285804025,6,0.01,3964.61,0.0,0.0,-1.5899999999999999,0.0,XAUUSD.s,[so 29.79%/14.17/47.56],
53492651,285811160,2025-10-07 07:10:35+05:30,,1,1,234000,285804212,6,0.01,3963.95,0.0,0.0,-1.3599999999999999,0.0,XAUUSD.s,[so 27.43%/10.87/39.63],
53492690,285811198,2025-10-07 07:10:37+05:30,,1,1,234000,285803673,6,0.01,3963.27,0.0,0.0,0.26,0.0,XAUUSD.s,[so 25.71%/8.15/31.70],
53492706,285811217,2025-10-07 07:10:38+05:30,,1,1,234000,285803505,6,0.01,3962.76,0.0,0.0,0.83,0.0,XAUUSD.s,[so 27.85%/6.62/23.77],
53492763,285811271,2025-10-07 07:10:38+05:30,,1,1,234000,285803409,6,0.01,3960.15,0.0,0.0,-1.56,0.0,XAUUSD.s,[so 8.83%/1.40/15.85],
53492791,285811303,2025-10-07 07:10:39+05:30,,1,1,234000,285803261,6,0.01,3959.97,0.0,0.0,-1.38,0.0,XAUUSD.s,[so 17.68%/1.40/7.92],
53572439,0,2025-10-07 15:49:49+05:30,,2,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,,demo dbu deposit,
53574961,285901624,2025-10-07 15:53:31+05:30,,1,0,234000,285901624,3,0.01,3946.71,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53575249,285901927,2025-10-07 15:54:36+05:30,,1,0,234000,285901927,3,0.01,3947.28,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53575506,285902191,2025-10-07 15:55:41+05:30,,1,0,234000,285902191,3,0.01,3947.88,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53576000,285902700,2025-10-07 15:56:51+05:30,,1,0,234000,285902700,3,0.01,3949.6,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53576908,285903626,2025-10-07 15:57:55+05:30,,1,0,234000,285903626,3,0.01,3948.2,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53576929,0,2025-10-07 15:57:59+05:30,,2,0,0,0,0,0.0,0.0,0.0,0.0,10000.0,0.0,,demo dbu deposit,
53577109,285903835,2025-10-07 15:58:59+05:30,,1,0,234000,285903835,3,0.01,3950.15,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53577458,285904206,2025-10-07 16:00:04+05:30,,1,0,234000,285904206,3,0.01,3951.55,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53577978,285904746,2025-10-07 16:01:09+05:30,,1,0,234000,285904746,3,0.01,3951.97,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53578177,285904948,2025-10-07 16:01:34+05:30,,0,1,0,285904746,0,0.01,3950.27,0.0,0.0,1.7,0.0,XAUUSD.s,,
53578183,285904955,2025-10-07 16:01:36+05:30,,0,1,0,285904206,0,0.01,3950.29,0.0,0.0,1.26,0.0,XAUUSD.s,,
53578350,285905134,2025-10-07 16:02:13+05:30,,1,0,234000,285905134,3,0.01,3950.88,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53578611,285905406,2025-10-07 16:03:17+05:30,,1,0,234000,285905406,3,0.01,3952.12,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53578898,285905700,2025-10-07 16:04:21+05:30,,1,0,234000,285905700,3,0.01,3953.24,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53579925,285906740,2025-10-07 16:05:26+05:30,,1,0,234000,285906740,3,0.01,3954.82,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53583583,285910556,2025-10-07 16:14:24+05:30,,0,1,0,285906740,0,0.01,3951.12,0.0,0.0,3.7,0.0,XAUUSD.s,,
53583585,285910559,2025-10-07 16:14:25+05:30,,0,1,0,285905406,0,0.01,3951.15,0.0,0.0,0.97,0.0,XAUUSD.s,,
53583596,285910569,2025-10-07 16:14:28+05:30,,0,1,0,285905700,0,0.01,3950.4,0.0,0.0,2.84,0.0,XAUUSD.s,,
53583608,285910582,2025-10-07 16:14:32+05:30,,0,1,0,285905134,0,0.01,3950.28,0.0,0.0,0.6,0.0,XAUUSD.s,,
53583621,285910595,2025-10-07 16:14:37+05:30,,0,1,0,285903835,0,0.01,3949.99,0.0,0.0,0.16,0.0,XAUUSD.s,,
53586264,285913276,2025-10-07 16:25:30+05:30,,0,1,0,285902700,0,0.01,3945.75,0.0,0.0,3.85,0.0,XAUUSD.s,,
53586294,285913304,2025-10-07 16:25:34+05:30,,0,1,0,285903626,0,0.01,3945.6,0.0,0.0,2.6,0.0,XAUUSD.s,,
53586319,285913327,2025-10-07 16:25:36+05:30,,0,1,0,285902191,0,0.01,3945.43,0.0,0.0,2.45,0.0,XAUUSD.s,,
53586332,285913342,2025-10-07 16:25:38+05:30,,0,1,0,285901927,0,0.01,3945.44,0.0,0.0,1.8399999999999999,0.0,XAUUSD.s,,
53586338,285913349,2025-10-07 16:25:40+05:30,,0,1,0,285901624,0,0.01,3945.49,0.0,0.0,1.22,0.0,XAUUSD.s,,
53596397,285923761,2025-10-07 16:58:08+05:30,,0,0,234000,285923761,3,0.01,3951.42,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53596406,285923771,2025-10-07 16:58:08+05:30,,1,1,234000,285923761,4,0.01,3951.6,0.0,0.0,0.18,0.0,XAUUSD.s,[sl 3951.60],
53596608,285923975,2025-10-07 16:59:12+05:30,,0,0,234000,285923975,3,0.01,3951.74,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53596661,285924029,2025-10-07 16:59:46+05:30,,1,1,234000,285923975,4,0.01,3950.83,0.0,0.0,-0.91,0.0,XAUUSD.s,[sl 3950.83],
53596996,285924374,2025-10-07 17:00:16+05:30,,0,0,234000,285924374,3,0.01,3951.31,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53597049,285924413,2025-10-07 17:00:28+05:30,,1,1,234000,285924374,5,0.01,3951.94,0.0,0.0,0.63,0.0,XAUUSD.s,[tp 3951.91],
53597187,285924568,2025-10-07 17:01:20+05:30,,0,0,234000,285924568,3,0.01,3951.15,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53597232,285924613,2025-10-07 17:01:59+05:30,,1,1,234000,285924568,4,0.01,3950.47,0.0,0.0,-0.68,0.0,XAUUSD.s,[sl 3950.47],
53597425,285924814,2025-10-07 17:03:24+05:30,,0,0,234000,285924814,3,0.01,3951.46,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53597499,285924891,2025-10-07 17:04:01+05:30,,1,1,234000,285924814,4,0.01,3950.78,0.0,0.0,-0.68,0.0,XAUUSD.s,[sl 3950.78],
53597579,285924974,2025-10-07 17:04:28+05:30,,0,0,234000,285924974,3,0.01,3951.6,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53597764,285925162,2025-10-07 17:05:35+05:30,,0,0,234000,285925162,3,0.01,3951.91,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53597840,285925236,2025-10-07 17:06:25+05:30,,1,1,234000,285925162,5,0.01,3952.63,0.0,0.0,0.72,0.0,XAUUSD.s,[tp 3952.25],
53597845,285925234,2025-10-07 17:06:25+05:30,,1,1,234000,285924974,5,0.01,3952.61,0.0,0.0,1.01,0.0,XAUUSD.s,[tp 3952.19],
53598747,285926173,2025-10-07 17:11:11+05:30,,0,0,234000,285926173,3,0.1,3953.09,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53598961,285926388,2025-10-07 17:12:01+05:30,,1,1,234000,285926173,4,0.1,3952.41,0.0,0.0,-6.8,0.0,XAUUSD.s,[sl 3952.41],
53598982,285926409,2025-10-07 17:12:17+05:30,,0,0,234000,285926409,3,0.1,3953.27,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53599006,285926434,2025-10-07 17:12:22+05:30,,1,1,234000,285926409,4,0.1,3952.28,0.0,0.0,-9.9,0.0,XAUUSD.s,[sl 3952.28],
53599252,285926681,2025-10-07 17:13:21+05:30,,0,0,234000,285926681,3,0.1,3953.08,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53599518,285926947,2025-10-07 17:14:25+05:30,,0,0,234000,285926947,3,0.1,3953.31,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53599589,285927014,2025-10-07 17:15:04+05:30,,1,1,234000,285926947,4,0.1,3952.5,0.0,0.0,-8.1,0.0,XAUUSD.s,[sl 3952.50],
53599712,285927137,2025-10-07 17:15:29+05:30,,0,0,234000,285927137,3,0.1,3953.55,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53599965,285927375,2025-10-07 17:16:36+05:30,,0,0,234000,285927375,3,0.1,3953.51,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53600270,285927682,2025-10-07 17:17:41+05:30,,0,0,234000,285927682,3,0.1,3953.34,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53600341,285927755,2025-10-07 17:18:07+05:30,,1,1,234000,285927137,4,0.1,3952.77,0.0,0.0,-7.8,0.0,XAUUSD.s,[sl 3952.77],
53600343,285927756,2025-10-07 17:18:07+05:30,,1,1,234000,285927375,4,0.1,3952.79,0.0,0.0,-7.2,0.0,XAUUSD.s,[sl 3952.79],
53600347,285927759,2025-10-07 17:18:08+05:30,,1,1,234000,285927682,4,0.1,3952.45,0.0,0.0,-8.9,0.0,XAUUSD.s,[sl 3952.45],
53600369,285927783,2025-10-07 17:18:09+05:30,,1,1,234000,285926681,4,0.1,3952.26,0.0,0.0,-8.2,0.0,XAUUSD.s,[sl 3952.26],
53600643,285928056,2025-10-07 17:18:45+05:30,,0,0,234000,285928056,3,0.1,3953.3,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53600790,285928202,2025-10-07 17:19:42+05:30,,1,1,234000,285928056,4,0.1,3952.53,0.0,0.0,-7.7,0.0,XAUUSD.s,[sl 3952.53],
53600805,285928217,2025-10-07 17:19:49+05:30,,0,0,234000,285928217,3,0.1,3952.84,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53600914,285928328,2025-10-07 17:20:16+05:30,,1,1,234000,285928217,4,0.1,3952.06,0.0,0.0,-7.8,0.0,XAUUSD.s,[sl 3952.06],
53602551,285929983,2025-10-07 17:29:06+05:30,,0,0,0,285929983,0,0.01,3951.28,0.0,0.0,0.0,0.0,XAUUSD.s,,
53602552,285929984,2025-10-07 17:29:08+05:30,,0,0,0,285929984,0,0.01,3951.15,0.0,0.0,0.0,0.0,XAUUSD.s,,
53602556,285929988,2025-10-07 17:29:09+05:30,,0,0,0,285929988,0,0.01,3951.06,0.0,0.0,0.0,0.0,XAUUSD.s,,
53602567,285929999,2025-10-07 17:29:15+05:30,,1,1,0,285929988,0,0.01,3950.68,0.0,0.0,-0.38,0.0,XAUUSD.s,,
53602571,285930003,2025-10-07 17:29:17+05:30,,1,1,0,285929984,0,0.01,3950.91,0.0,0.0,-0.24,0.0,XAUUSD.s,,
53602574,285930007,2025-10-07 17:29:19+05:30,,1,1,0,285929983,0,0.01,3950.98,0.0,0.0,-0.3,0.0,XAUUSD.s,,
53610855,285938475,2025-10-07 18:10:47+05:30,,0,0,234000,285938475,3,0.01,3960.56,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53610891,285938513,2025-10-07 18:11:16+05:30,,1,1,234000,285938475,5,0.01,3961.29,0.0,0.0,0.73,0.0,XAUUSD.s,[tp 3961.21],
53610976,285938597,2025-10-07 18:11:52+05:30,,0,0,234000,285938597,3,0.01,3962.01,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53610989,285938611,2025-10-07 18:11:55+05:30,,1,1,234000,285938597,4,0.01,3961.3,0.0,0.0,-0.71,0.0,XAUUSD.s,[sl 3961.30],
53611092,285938717,2025-10-07 18:12:57+05:30,,0,0,234000,285938717,3,0.01,3961.34,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53611140,285938771,2025-10-07 18:14:01+05:30,,0,0,234000,285938771,3,0.01,3961.35,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53611209,285938853,2025-10-07 18:15:05+05:30,,0,0,234000,285938853,3,0.01,3960.95,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53611218,285938865,2025-10-07 18:15:16+05:30,,1,1,234000,285938771,4,0.01,3960.57,0.0,0.0,-0.78,0.0,XAUUSD.s,[sl 3960.57],
53611219,285938864,2025-10-07 18:15:16+05:30,,1,1,234000,285938717,4,0.01,3960.65,0.0,0.0,-0.69,0.0,XAUUSD.s,[sl 3960.65],
53611303,285938950,2025-10-07 18:16:06+05:30,,1,1,234000,285938853,4,0.01,3960.19,0.0,0.0,-0.76,0.0,XAUUSD.s,[sl 3960.19],
53611477,285939136,2025-10-07 18:18:09+05:30,,0,0,234000,285939136,3,0.01,3961.76,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53611478,285939138,2025-10-07 18:18:10+05:30,,1,1,234000,285939136,4,0.01,3960.98,0.0,0.0,-0.78,0.0,XAUUSD.s,[sl 3960.98],
53616650,285944474,2025-10-07 18:46:16+05:30,,0,0,234000,285944474,3,0.01,3958.94,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53616730,285944553,2025-10-07 18:46:20+05:30,,1,1,234000,285944474,5,0.01,3959.78,0.0,0.0,0.84,0.0,XAUUSD.s,[tp 3959.63],
53617228,285945055,2025-10-07 18:47:21+05:30,,0,0,234000,285945055,3,0.01,3958.71,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53617327,285945155,2025-10-07 18:48:25+05:30,,0,0,234000,285945155,3,0.01,3958.56,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53617376,285945208,2025-10-07 18:49:17+05:30,,1,1,234000,285945055,4,0.01,3957.98,0.0,0.0,-0.73,0.0,XAUUSD.s,[sl 3957.98],
53617467,285945310,2025-10-07 18:50:31+05:30,,0,0,234000,285945310,3,0.01,3958.72,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53617551,285945393,2025-10-07 18:51:36+05:30,,0,0,234000,285945393,3,0.01,3958.33,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53617588,285945429,2025-10-07 18:52:01+05:30,,1,1,234000,285945310,4,0.01,3957.94,0.0,0.0,-0.78,0.0,XAUUSD.s,[sl 3957.94],
53617682,285945522,2025-10-07 18:52:40+05:30,,0,0,234000,285945522,3,0.01,3958.21,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53617716,285945558,2025-10-07 18:53:20+05:30,,1,1,234000,285945522,5,0.01,3958.85,0.0,0.0,0.64,0.0,XAUUSD.s,[tp 3958.84],
53617729,285945572,2025-10-07 18:53:44+05:30,,0,0,234000,285945572,3,0.01,3958.75,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53617748,285945592,2025-10-07 18:54:09+05:30,,1,1,234000,285945572,4,0.01,3957.99,0.0,0.0,-0.76,0.0,XAUUSD.s,[sl 3957.99],
53617797,285945644,2025-10-07 18:55:06+05:30,,1,1,234000,285945155,4,0.01,3957.74,0.0,0.0,-0.82,0.0,XAUUSD.s,[sl 3957.74],
53617819,285945667,2025-10-07 18:55:23+05:30,,1,1,234000,285945393,4,0.01,3957.55,0.0,0.0,-0.78,0.0,XAUUSD.s,[sl 3957.55],
53619160,285947014,2025-10-07 19:06:50+05:30,,0,0,234000,285947014,3,0.01,3959.0,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53619385,285947234,2025-10-07 19:07:38+05:30,,1,1,234000,285947014,5,0.01,3959.73,0.0,0.0,0.73,0.0,XAUUSD.s,[tp 3959.59],
53619736,285947598,2025-10-07 19:07:55+05:30,,0,0,234000,285947598,3,0.01,3961.75,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53620015,285947870,2025-10-07 19:08:04+05:30,,1,1,234000,285947598,4,0.01,3960.91,0.0,0.0,-0.84,0.0,XAUUSD.s,[sl 3960.91],
53620292,285948141,2025-10-07 19:08:59+05:30,,0,0,234000,285948141,3,0.01,3961.03,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53620401,285948255,2025-10-07 19:10:03+05:30,,0,0,234000,285948255,3,0.01,3961.37,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53620425,285948280,2025-10-07 19:10:24+05:30,,1,1,234000,285948255,4,0.01,3960.51,0.0,0.0,-0.86,0.0,XAUUSD.s,[sl 3960.51],
53620453,285948309,2025-10-07 19:10:40+05:30,,1,1,234000,285948141,4,0.01,3960.25,0.0,0.0,-0.78,0.0,XAUUSD.s,[sl 3960.25],
53620556,285948410,2025-10-07 19:11:07+05:30,,0,0,234000,285948410,3,0.01,3960.02,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53620641,285948498,2025-10-07 19:12:03+05:30,,1,1,234000,285948410,4,0.01,3959.19,0.0,0.0,-0.83,0.0,XAUUSD.s,[sl 3959.19],
53620650,285948507,2025-10-07 19:12:11+05:30,,0,0,234000,285948507,3,0.01,3959.32,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53620741,285948598,2025-10-07 19:13:00+05:30,,1,1,234000,285948507,5,0.01,3959.94,0.0,0.0,0.62,0.0,XAUUSD.s,[tp 3959.94],
53620766,285948623,2025-10-07 19:13:19+05:30,,0,0,234000,285948623,3,0.01,3960.54,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53620980,285948839,2025-10-07 19:13:49+05:30,,1,1,234000,285948623,4,0.01,3959.74,0.0,0.0,-0.8,0.0,XAUUSD.s,[sl 3959.74],
53621071,285948934,2025-10-07 19:14:35+05:30,,0,0,234000,285948934,3,0.01,3959.39,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53621150,285949018,2025-10-07 19:15:01+05:30,,1,1,234000,285948934,4,0.01,3958.64,0.0,0.0,-0.75,0.0,XAUUSD.s,[sl 3958.64],
53621319,285949192,2025-10-07 19:16:39+05:30,,0,0,234000,285949192,3,0.01,3959.03,0.0,0.0,0.0,0.0,XAUUSD.s,GoldFlash Scalpe,
53621337,285949211,2025-10-07 19:17:06+05:30,,1,1,234000,285949192,5,0.01,3959.45,0.0,0.0,0.42,0.0,XAUUSD.s,[tp 3959.41],
